Date,Year,Home_Team,Away_Team,Home_Score,Away_Score,result,home_win,home_prob_elo,prob_xgb,prob_lr,prob_ensemble,bet_home,implied_odds,flat_stake,flat_return,flat_pnl,kelly_stake,kelly_return,kelly_pnl
2015-01-11,2015,Ospreys,Dragons,22,11,H,1,0.9,0.9098,0.8122,0.861,True,1.1111111111111112,1.0,1.1111111111111112,0.11111111111111116,0.08820000000000024,0.09800000000000027,0.009800000000000031
2015-01-11,2015,Benetton,Ulster,20,24,A,0,0.077,0.1915,0.1497,0.1706,False,12.987012987012987,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-11,2015,Newcastle,London Welsh,38,7,H,1,0.86,0.9828,0.8541,0.9185,True,1.1627906976744187,1.0,1.1627906976744187,0.16279069767441867,0.754342857142857,0.877142857142857,0.12280000000000002
2015-01-11,2015,London Irish,Exeter,28,26,H,1,0.183,0.3581,0.2924,0.3253,False,5.46448087431694,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,2015,Leicester,Scarlets,40,23,H,1,0.71,0.8017,0.6714,0.7365,True,1.4084507042253522,1.0,1.4084507042253522,0.40845070422535223,0.22450689655172407,0.31620689655172407,0.0917
2015-01-17,2015,Toulon,Ulster,60,22,H,1,0.888,0.8577,0.7831,0.8204,True,1.1261261261261262,1.0,1.1261261261261262,0.12612612612612617,0.0,0.0,0.0
2015-01-17,2015,Sale,Clermont,13,22,A,0,0.205,0.4075,0.4151,0.4113,False,4.878048780487805,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-17,2015,Harlequins,Wasps,3,23,A,0,0.692,0.7573,0.6861,0.7217,True,1.4450867052023122,1.0,0.0,-1.0,0.14671298701298705,0.0,-0.14671298701298705
2015-01-17,2015,Saracens,Munster,33,10,H,1,0.643,0.5151,0.5481,0.5316,False,1.5552099533437014,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-17,2015,Leinster,Castres,50,8,H,1,0.955,0.9828,0.9116,0.9472,True,1.0471204188481675,1.0,1.0471204188481675,0.04712041884816753,0.5899777777777788,0.6177777777777789,0.027800000000000047
2015-01-18,2015,Toulouse,Bath,18,35,A,0,0.625,0.5926,0.5926,0.5926,True,1.6,1.0,0.0,-1.0,0.0,0.0,0.0
2015-01-18,2015,Racing,Benetton,53,7,H,1,0.933,0.9828,0.8576,0.9202,True,1.0718113612004287,1.0,1.0718113612004287,0.07181136120042875,0.6934835820895514,0.7432835820895514,0.049799999999999955
2015-01-18,2015,Ospreys,Northampton,9,20,A,0,0.336,0.3164,0.3584,0.3374,False,2.976190476190476,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-18,2015,Glasgow ,Montpellier,21,10,H,1,0.924,0.9521,0.8832,0.9176,True,1.0822510822510822,1.0,1.0822510822510822,0.08225108225108224,0.341636842105262,0.3697368421052619,0.028099999999999903
2015-01-24,2015,Ulster,Leicester,26,7,H,1,0.541,0.5926,0.5574,0.575,True,1.8484288354898335,1.0,1.8484288354898335,0.8484288354898335,0.06081830065359475,0.11241830065359473,0.05159999999999998
2015-01-24,2015,Northampton,Racing,8,32,A,0,0.861,0.8577,0.7611,0.8094,True,1.1614401858304297,1.0,0.0,-1.0,0.0,0.0,0.0
2015-01-24,2015,Benetton,Ospreys,23,20,H,1,0.144,0.1915,0.2016,0.1966,False,6.944444444444445,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-24,2015,Wasps,Leinster,20,20,D,0,0.444,0.4828,0.5163,0.4995,False,2.2522522522522523,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-24,2015,Castres,Harlequins,19,47,A,0,0.264,0.1915,0.2412,0.2163,False,3.7878787878787876,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-24,2015,Scarlets,Toulon,3,26,A,0,0.121,0.2248,0.2578,0.2413,False,8.264462809917356,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-25,2015,Clermont,Saracens,18,6,H,1,0.774,0.6862,0.6689,0.6776,True,1.2919896640826873,1.0,1.2919896640826873,0.29198966408268734,0.0,0.0,0.0
2015-01-25,2015,Munster,Sale,65,10,H,1,0.723,0.9111,0.7323,0.8217,True,1.3831258644536653,1.0,1.3831258644536653,0.38312586445366525,0.4909613718411554,0.6790613718411554,0.18810000000000004
2015-01-25,2015,Montpellier,Toulouse,27,26,H,1,0.194,0.2703,0.2509,0.2606,False,5.154639175257731,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-25,2015,Bath,Glasgow ,20,15,H,1,0.709,0.6439,0.6812,0.6626,True,1.4104372355430184,1.0,1.4104372355430184,0.41043723554301836,0.0,0.0,0.0
2015-02-06,2015,Wales,England,16,21,A,0,0.433,0.4456,0.461,0.4533,False,2.3094688221709005,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-07,2015,France,Scotland,15,8,H,1,0.692,0.9062,0.7298,0.818,True,1.4450867052023122,1.0,1.4450867052023122,0.4450867052023122,0.48125454545454555,0.6954545454545457,0.2142000000000001
2015-02-07,2015,Germany,Georgia,8,64,A,0,0.314,0.2699,0.2531,0.2615,False,3.1847133757961785,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-07,2015,Italy,Ireland,3,26,A,0,0.055,0.1915,0.0969,0.1442,False,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-07,2015,Spain,Russia,43,20,H,1,0.346,0.4884,0.3684,0.4284,False,2.8901734104046244,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-07,2015,Portugal,Romania,10,37,A,0,0.33,0.2248,0.3349,0.2799,False,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-13,2015,Crusaders,Rebels,10,20,A,0,0.977,0.9828,0.923,0.9529,True,1.0235414534288638,1.0,0.0,-1.0,0.24637391304347991,0.0,-0.24637391304347991
2015-02-13,2015,Northampton,London Irish,15,9,H,1,0.935,0.8577,0.8468,0.8522,True,1.06951871657754,1.0,1.06951871657754,0.06951871657753994,0.0,0.0,0.0
2015-02-13,2015,Brumbies,Reds,47,3,H,1,0.83,0.8125,0.7791,0.7958,True,1.2048192771084338,1.0,1.2048192771084338,0.20481927710843384,0.0,0.0,0.0
2015-02-13,2015,Lions,Hurricanes,8,22,A,0,0.409,0.4075,0.3834,0.3955,False,2.444987775061125,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-13,2015,Ulster,Benetton,43,3,H,1,0.968,0.9931,0.9229,0.958,True,1.0330578512396695,1.0,1.0330578512396695,0.03305785123966953,0.7592749999999978,0.7843749999999978,0.02510000000000001
2015-02-13,2015,Edinburgh,Ospreys,24,16,H,1,0.488,0.4884,0.511,0.4997,False,2.0491803278688523,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-13,2015,Leicester,Gloucester,18,15,H,1,0.832,0.8235,0.7858,0.8046,True,1.2019230769230769,1.0,1.2019230769230769,0.20192307692307687,0.0,0.0,0.0
2015-02-14,2015,England,Italy,47,17,H,1,0.976,1.0,0.9634,0.9817,True,1.0245901639344261,1.0,1.0245901639344261,0.024590163934426146,0.9760000000000042,1.0000000000000042,0.02400000000000002
2015-02-14,2015,Bulls,Stormers,17,29,A,0,0.582,0.6862,0.5786,0.6324,True,1.718213058419244,1.0,0.0,-1.0,0.14508229665071778,0.0,-0.14508229665071778
2015-02-14,2015,Ireland,France,18,11,H,1,0.869,0.9062,0.7441,0.8252,True,1.1507479861910241,1.0,1.1507479861910241,0.15074798619102414,0.24676946564885507,0.2839694656488551,0.03720000000000004
2015-02-14,2015,Blues,Chiefs,18,23,A,0,0.526,0.4075,0.5226,0.465,False,1.9011406844106462,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-14,2015,Sharks,Cheetahs,29,35,A,0,0.889,0.9111,0.8155,0.8633,True,1.124859392575928,1.0,0.0,-1.0,0.1769990990990991,0.0,-0.1769990990990991
2015-02-14,2015,Munster,Cardiff Blues,33,16,H,1,0.905,0.8909,0.822,0.8565,True,1.1049723756906078,1.0,1.1049723756906078,0.1049723756906078,0.0,0.0,0.0
2015-02-14,2015,Exeter,Newcastle,46,17,H,1,0.894,0.9098,0.7951,0.8524,True,1.1185682326621924,1.0,1.1185682326621924,0.11856823266219241,0.1332566037735852,0.14905660377358523,0.015800000000000036
2015-02-15,2015,Leinster,Dragons,14,16,A,0,0.979,0.9754,0.9211,0.9483,True,1.0214504596527068,1.0,0.0,-1.0,0.0,0.0,0.0
2015-02-15,2015,Zebre,Glasgow ,10,54,A,0,0.026,0.0783,0.0693,0.0738,False,38.46153846153846,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-15,2015,Scarlets,Connacht,32,14,H,1,0.781,0.8245,0.7648,0.7947,True,1.2804097311139564,1.0,1.2804097311139564,0.2804097311139564,0.15513013698630135,0.19863013698630133,0.04349999999999998
2015-02-15,2015,Saracens,Bath,34,24,H,1,0.445,0.6,0.5194,0.5597,True,2.247191011235955,1.0,2.247191011235955,1.2471910112359552,0.12427927927927925,0.2792792792792792,0.15499999999999997
2015-02-15,2015,London Welsh,Sale,12,52,A,0,0.057,0.1135,0.1119,0.1127,False,17.543859649122805,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-15,2015,Scotland,Wales,23,26,A,0,0.357,0.3581,0.428,0.393,False,2.801120448179272,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-15,2015,Waratahs,Force,13,25,A,0,0.94,0.9754,0.8797,0.9276,True,1.0638297872340425,1.0,0.0,-1.0,0.5546000000000016,0.0,-0.5546000000000016
2015-02-15,2015,Wasps,Harlequins,37,6,H,1,0.694,0.6862,0.674,0.6801,True,1.4409221902017293,1.0,1.4409221902017293,0.4409221902017293,0.0,0.0,0.0
2015-02-20,2015,Rebels,Waratahs,28,38,A,0,0.122,0.1915,0.1889,0.1902,False,8.19672131147541,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-20,2015,Newcastle,Wasps,23,23,D,0,0.074,0.1915,0.1533,0.1724,False,13.513513513513514,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-20,2015,Chiefs,Brumbies,19,17,H,1,0.644,0.6703,0.6164,0.6433,True,1.5527950310559007,1.0,1.5527950310559007,0.5527950310559007,0.047576404494382,0.073876404494382,0.026299999999999997
2015-02-20,2015,Bulls,Hurricanes,13,17,A,0,0.337,0.4884,0.3839,0.4361,False,2.9673590504451037,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-20,2015,Leinster,Zebre,29,8,H,1,0.99,1.0,0.9605,0.9802,True,1.0101010101010102,1.0,1.0101010101010102,0.010101010101010166,0.9899999999999946,0.9999999999999946,0.010000000000000009
2015-02-20,2015,Edinburgh,Ulster,17,20,A,0,0.244,0.2699,0.3318,0.3008,False,4.098360655737705,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-20,2015,Benetton,Cardiff Blues,40,24,H,1,0.317,0.3164,0.2985,0.3074,False,3.1545741324921135,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-21,2015,Sharks,Lions,29,12,H,1,0.806,0.9098,0.7807,0.8452,True,1.2406947890818858,1.0,1.2406947890818858,0.2406947890818858,0.43125154639175267,0.5350515463917527,0.1038
2015-02-21,2015,Highlanders,Crusaders,20,26,A,0,0.302,0.3807,0.3693,0.375,False,3.3112582781456954,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-21,2015,Stormers,Blues,27,16,H,1,0.688,0.5926,0.6392,0.6159,True,1.4534883720930234,1.0,1.4534883720930234,0.4534883720930234,0.0,0.0,0.0
2015-02-21,2015,Harlequins,Exeter,21,32,A,0,0.655,0.8125,0.6507,0.7316,True,1.5267175572519083,1.0,0.0,-1.0,0.2990217391304348,0.0,-0.2990217391304348
2015-02-21,2015,Bath,Northampton,13,21,A,0,0.785,0.7573,0.7205,0.7389,True,1.2738853503184713,1.0,0.0,-1.0,0.0,0.0,0.0
2015-02-21,2015,Gloucester,London Welsh,48,10,H,1,0.957,1.0,0.9211,0.9605,True,1.044932079414838,1.0,1.044932079414838,0.04493207941483801,0.9570000000000014,1.0000000000000016,0.04300000000000015
2015-02-21,2015,Sale,Saracens,14,10,H,1,0.239,0.2434,0.2778,0.2606,False,4.184100418410042,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-21,2015,Scarlets,Munster,25,25,D,0,0.368,0.3581,0.3794,0.3687,False,2.717391304347826,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-21,2015,Reds,Force,18,6,H,1,0.4,0.5507,0.4651,0.5079,True,2.5,1.0,2.5,1.5,0.10046666666666663,0.2511666666666666,0.15069999999999995
2015-02-21,2015,Glasgow ,Ospreys,19,16,H,1,0.913,0.9098,0.8146,0.8622,True,1.095290251916758,1.0,1.095290251916758,0.095290251916758,0.0,0.0,0.0
2015-02-22,2015,London Irish,Leicester,6,12,A,0,0.154,0.2699,0.2538,0.2618,False,6.4935064935064934,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-22,2015,Dragons,Connacht,25,30,A,0,0.481,0.4828,0.4842,0.4835,False,2.079002079002079,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-27,2015,Ospreys,Leinster,9,9,D,0,0.167,0.1915,0.2746,0.2331,False,5.988023952095808,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-27,2015,Ulster,Scarlets,25,20,H,1,0.798,0.6866,0.7458,0.7162,True,1.2531328320802004,1.0,1.2531328320802004,0.25313283208020043,0.0,0.0,0.0
2015-02-27,2015,Highlanders,Reds,20,13,H,1,0.632,0.5507,0.5932,0.5719,True,1.5822784810126582,1.0,1.5822784810126582,0.5822784810126582,0.0,0.0,0.0
2015-02-27,2015,Cheetahs,Blues,25,24,H,1,0.53,0.3807,0.4778,0.4293,False,1.8867924528301885,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-27,2015,Northampton,Harlequins,17,13,H,1,0.84,0.6866,0.7266,0.7066,True,1.1904761904761905,1.0,1.1904761904761905,0.19047619047619047,0.0,0.0,0.0
2015-02-27,2015,Force,Hurricanes,13,42,A,0,0.323,0.2699,0.3026,0.2862,False,3.095975232198142,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-28,2015,Bulls,Sharks,43,35,H,1,0.351,0.4884,0.4288,0.4586,False,2.8490028490028494,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-28,2015,Chiefs,Crusaders,40,16,H,1,0.533,0.4884,0.5513,0.5199,False,1.8761726078799248,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-28,2015,France,Wales,13,20,A,0,0.476,0.6862,0.605,0.6456,True,2.100840336134454,1.0,0.0,-1.0,0.19094503816793895,0.0,-0.19094503816793895
2015-02-28,2015,Lions,Stormers,19,22,A,0,0.296,0.3164,0.3094,0.3129,False,3.3783783783783785,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-28,2015,Rebels,Brumbies,15,20,A,0,0.205,0.3581,0.2636,0.3109,False,4.878048780487805,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-28,2015,Saracens,Newcastle,22,17,H,1,0.971,0.9828,0.9144,0.9486,True,1.0298661174047374,1.0,1.0298661174047374,0.029866117404737436,0.3950965517241383,0.40689655172413836,0.011800000000000033
2015-02-28,2015,Munster,Glasgow ,22,10,H,1,0.55,0.5926,0.6322,0.6124,True,1.8181818181818181,1.0,1.8181818181818181,0.8181818181818181,0.052066666666666636,0.09466666666666661,0.04259999999999997
2015-02-28,2015,Exeter,Bath,16,6,H,1,0.418,0.2699,0.3501,0.31,False,2.3923444976076556,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-28,2015,Leicester,Sale,28,8,H,1,0.696,0.6862,0.6911,0.6887,True,1.4367816091954024,1.0,1.4367816091954024,0.43678160919540243,0.0,0.0,0.0
2015-02-28,2015,London Welsh,London Irish,12,50,A,0,0.205,0.1915,0.246,0.2187,False,4.878048780487805,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-28,2015,Scotland,Italy,19,22,A,0,0.825,0.8577,0.8532,0.8555,True,1.2121212121212122,1.0,0.0,-1.0,0.15415714285714313,0.0,-0.15415714285714313
2015-03-01,2015,Connacht,Benetton,53,5,H,1,0.772,0.7573,0.7189,0.7381,True,1.2953367875647668,1.0,1.2953367875647668,0.2953367875647668,0.0,0.0,0.0
2015-03-01,2015,Zebre,Dragons,23,17,H,1,0.341,0.2434,0.3174,0.2804,False,2.9325513196480935,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,2015,Cardiff Blues,Edinburgh,21,15,H,1,0.448,0.4884,0.4964,0.4924,False,2.232142857142857,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,2015,Wasps,Gloucester,32,21,H,1,0.904,0.9062,0.8415,0.8739,True,1.1061946902654867,1.0,1.1061946902654867,0.10619469026548667,0.020716666666666488,0.022916666666666467,0.0021999999999999797
2015-03-01,2015,Ireland,England,19,9,H,1,0.63,0.5823,0.6165,0.5994,True,1.5873015873015872,1.0,1.5873015873015872,0.5873015873015872,0.0,0.0,0.0
2015-03-06,2015,Glasgow ,Zebre,26,5,H,1,0.982,1.0,0.9407,0.9704,True,1.0183299389002036,1.0,1.0183299389002036,0.018329938900203624,0.9820000000000031,1.000000000000003,0.018000000000000016
2015-03-06,2015,Cardiff Blues,Connacht,18,17,H,1,0.499,0.4075,0.5824,0.495,False,2.004008016032064,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-06,2015,Bath,Sale,12,3,H,1,0.782,0.6862,0.7106,0.6984,True,1.278772378516624,1.0,1.278772378516624,0.27877237851662406,0.0,0.0,0.0
2015-03-06,2015,Chiefs,Highlanders,17,20,A,0,0.863,0.9098,0.7929,0.8513,True,1.1587485515643106,1.0,0.0,-1.0,0.29480583941605876,0.0,-0.29480583941605876
2015-03-06,2015,Brumbies,Force,27,15,H,1,0.839,0.8577,0.7843,0.821,True,1.1918951132300357,1.0,1.1918951132300357,0.19189511323003572,0.09744906832298164,0.11614906832298169,0.01870000000000005
2015-03-07,2015,Exeter,London Welsh,74,19,H,1,0.992,0.9931,0.9532,0.9731,True,1.0101010101010102,1.0,1.0101010101010102,0.010101010101010166,0.13639999999999886,0.13777777777777664,0.0013777777777777833
2015-03-07,2015,Harlequins,London Irish,26,20,H,1,0.849,0.8245,0.7549,0.7897,True,1.1778563015312131,1.0,1.1778563015312131,0.17785630153121312,0.0,0.0,0.0
2015-03-07,2015,Stormers,Sharks,29,13,H,1,0.711,0.6862,0.6899,0.6881,True,1.4064697609001406,1.0,1.4064697609001406,0.40646976090014064,0.0,0.0,0.0
2015-03-07,2015,Reds,Waratahs,5,23,A,0,0.182,0.2434,0.2997,0.2716,False,5.4945054945054945,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-07,2015,Gloucester,Northampton,33,33,D,0,0.186,0.3598,0.3279,0.3438,False,5.376344086021505,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-07,2015,Blues,Lions,10,13,A,0,0.737,0.8909,0.7398,0.8154,True,1.3568521031207599,1.0,0.0,-1.0,0.431271102661597,0.0,-0.431271102661597
2015-03-07,2015,Ospreys,Munster,26,12,H,1,0.172,0.1915,0.2706,0.2311,False,5.813953488372094,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-07,2015,Benetton,Edinburgh,8,29,A,0,0.384,0.4456,0.4351,0.4404,False,2.6041666666666665,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-07,2015,Scarlets,Leinster,23,13,H,1,0.284,0.2434,0.3267,0.2851,False,3.5211267605633805,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-07,2015,Cheetahs,Bulls,20,39,A,0,0.56,0.4075,0.4802,0.4439,False,1.7857142857142856,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-08,2015,Dragons,Ulster,26,22,H,1,0.061,0.1241,0.1636,0.1438,False,16.39344262295082,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-08,2015,Wasps,Saracens,17,26,A,0,0.587,0.4884,0.5465,0.5175,False,1.7035775127768313,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-08,2015,Newcastle,Leicester,12,16,A,0,0.096,0.2248,0.1909,0.2078,False,10.416666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-13,2015,Force,Rebels,17,21,A,0,0.746,0.6862,0.6292,0.6577,True,1.3404825737265416,1.0,0.0,-1.0,0.0,0.0,0.0
2015-03-13,2015,Hurricanes,Blues,30,23,H,1,0.879,0.9098,0.7908,0.8503,True,1.1376564277588168,1.0,1.1376564277588168,0.1376564277588168,0.22374545454545494,0.25454545454545496,0.030800000000000022
2015-03-14,2015,Highlanders,Waratahs,26,19,H,1,0.291,0.4075,0.3746,0.391,False,3.436426116838488,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-14,2015,Wales,Ireland,23,16,H,1,0.353,0.4884,0.4933,0.4909,False,2.8328611898017,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-14,2015,Stormers,Chiefs,19,28,A,0,0.582,0.5111,0.5889,0.55,False,1.718213058419244,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-14,2015,Reds,Brumbies,0,29,A,0,0.258,0.3448,0.3331,0.339,False,3.875968992248062,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-14,2015,England,Scotland,25,13,H,1,0.937,0.9521,0.8808,0.9165,True,1.0672358591248665,1.0,1.0672358591248665,0.06723585912486651,0.22458253968253833,0.23968253968253822,0.015099999999999891
2015-03-14,2015,Crusaders,Lions,34,6,H,1,0.865,0.9521,0.8056,0.8788,True,1.1560693641618498,1.0,1.1560693641618498,0.1560693641618498,0.5580851851851846,0.6451851851851845,0.08709999999999996
2015-03-14,2015,Cheetahs,Sharks,10,27,A,0,0.414,0.3807,0.4456,0.4131,False,2.4154589371980677,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-15,2015,Italy,France,0,29,A,0,0.285,0.1915,0.2328,0.2122,False,3.5087719298245617,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-20,2015,Rebels,Lions,16,20,A,0,0.518,0.3807,0.432,0.4064,False,1.9305019305019304,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-20,2015,Highlanders,Hurricanes,13,20,A,0,0.43,0.6162,0.5168,0.5665,True,2.3255813953488373,1.0,0.0,-1.0,0.14046666666666663,0.0,-0.14046666666666663
2015-03-21,2015,Scotland,Ireland,10,40,A,0,0.112,0.2248,0.2685,0.2467,False,8.928571428571429,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-21,2015,Crusaders,Cheetahs,57,14,H,1,0.918,0.9683,0.8523,0.9103,True,1.0893246187363834,1.0,1.0893246187363834,0.08932461873638342,0.5631146341463418,0.6134146341463418,0.05030000000000001
2015-03-21,2015,England,France,55,35,H,1,0.853,0.9521,0.7839,0.868,True,1.1723329425556859,1.0,1.1723329425556859,0.17233294255568588,0.5750496598639452,0.6741496598639451,0.09909999999999997
2015-03-21,2015,Italy,Wales,20,61,A,0,0.081,0.2248,0.1225,0.1737,False,12.345679012345679,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-21,2015,Sharks,Chiefs,12,11,H,1,0.366,0.4075,0.3902,0.3989,False,2.73224043715847,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-21,2015,Bulls,Force,25,24,H,1,0.83,0.8125,0.7705,0.7915,True,1.2048192771084338,1.0,1.2048192771084338,0.20481927710843384,0.0,0.0,0.0
2015-03-22,2015,Waratahs,Brumbies,28,13,H,1,0.643,0.5926,0.6167,0.6046,True,1.5552099533437014,1.0,1.5552099533437014,0.5552099533437014,0.0,0.0,0.0
2015-03-27,2015,Northampton,Wasps,52,30,H,1,0.674,0.6862,0.6418,0.664,True,1.4836795252225519,1.0,1.4836795252225519,0.48367952522255186,0.025223312883435562,0.03742331288343555,0.012199999999999985
2015-03-27,2015,Ulster,Cardiff Blues,36,17,H,1,0.9,0.8909,0.8161,0.8535,True,1.1111111111111112,1.0,1.1111111111111112,0.11111111111111116,0.0,0.0,0.0
2015-03-27,2015,Leinster,Glasgow ,34,34,D,0,0.588,0.5507,0.6264,0.5886,True,1.7006802721088436,1.0,0.0,-1.0,0.0,0.0,0.0
2015-03-27,2015,Reds,Lions,17,18,A,0,0.492,0.5507,0.5175,0.5341,True,2.032520325203252,1.0,0.0,-1.0,0.05685118110236217,0.0,-0.05685118110236217
2015-03-27,2015,Hurricanes,Rebels,36,12,H,1,0.954,0.9886,0.8911,0.9399,True,1.0482180293501049,1.0,1.0482180293501049,0.048218029350104885,0.7175739130434788,0.7521739130434789,0.034600000000000075
2015-03-28,2015,Leicester,Exeter,25,18,H,1,0.636,0.7573,0.7012,0.7293,True,1.572327044025157,1.0,1.572327044025157,0.5723270440251571,0.21194175824175823,0.3332417582417582,0.12129999999999999
2015-03-28,2015,Waratahs,Blues,23,11,H,1,0.905,0.9062,0.7907,0.8485,True,1.1049723756906078,1.0,1.1049723756906078,0.1049723756906078,0.011431578947368213,0.012631578947368192,0.0011999999999999789
2015-03-28,2015,Bulls,Crusaders,31,19,H,1,0.411,0.3807,0.4861,0.4334,False,2.4330900243309004,0.0,0.0,0.0,0.0,0.0,0.0
